seed	numsteps	FI	F_ODE	F_Direct	F_Lanczos	F_Rotate	F_Prediag_1	F_Prediag_2	T	ν	Ω	ω
6	128	0.00048767681174965993	3.552713678800501e-15	8.270969464874156e-10	8.270967244428107e-10	8.270971685320205e-10	8.263159045895918e-10	8.271175966356736e-10	10.0	6.0	0.02	4.4
7	128	0.000600186213559839	2.7755575615628914e-15	1.017251061163904e-9	1.0172508391192991e-9	1.017251061163904e-9	1.017258721702774e-9	1.017273598691304e-9	10.0	6.0	0.02	4.4
8	128	0.0005410126865358356	4.440892098500626e-16	9.186313931763834e-10	9.186311711317785e-10	9.186313931763834e-10	9.200907813422532e-10	9.186581495512769e-10	10.0	6.0	0.02	4.4
9	128	0.0005950520990272157	2.4424906541753444e-15	1.0092350288815055e-9	1.0092354729707154e-9	1.0092354729707154e-9	1.0108953674148324e-9	1.009260119921862e-9	10.0	6.0	0.02	4.4
0	256	0.000581930523879115	0.0	6.159539545080861e-11	6.159539545080861e-11	6.159583954001846e-11	6.14511774799098e-11	6.159683874074062e-11	10.0	6.0	0.02	4.4
1	256	0.0005173775154737603	4.773959005888173e-15	5.479849907175094e-11	5.4798721116355864e-11	5.4798721116355864e-11	5.4707904872941526e-11	5.4799720317078027e-11	10.0	6.0	0.02	4.4
2	256	0.0005735133935329539	2.55351295663786e-15	6.075862035714863e-11	6.07583983125437e-11	6.075884240175355e-11	6.105538297163093e-11	6.076006364708064e-11	10.0	6.0	0.02	4.4
3	256	0.0005822897041862785	3.6637359812630166e-15	6.168765498415496e-11	6.168765498415496e-11	6.168787702875989e-11	6.174294409078129e-11	6.168909827408697e-11	10.0	6.0	0.02	4.4
4	256	0.0005953892122355642	5.551115123125783e-16	6.311373645928597e-11	6.31139585038909e-11	6.311373645928597e-11	6.343281455656324e-11	6.311562383842784e-11	10.0	6.0	0.02	4.4
5	256	0.0006122530474590437	3.9968028886505635e-15	6.486722270437895e-11	6.486700065977402e-11	6.486744474898387e-11	6.511191585900633e-11	6.486899906121835e-11	10.0	6.0	0.02	4.4
6	256	0.00048767681174965993	3.552713678800501e-15	5.167311023512866e-11	5.1673332279733586e-11	5.167311023512866e-11	5.166023164804301e-11	5.1674664547363136e-11	10.0	6.0	0.02	4.4
7	256	0.000600186213559839	2.7755575615628914e-15	6.355305171013015e-11	6.355327375473507e-11	6.355349579934e-11	6.351574821650274e-11	6.355471704466709e-11	10.0	6.0	0.02	4.4
8	256	0.0005410126865358356	4.440892098500626e-16	5.739164699036792e-11	5.739186903497284e-11	5.739186903497284e-11	5.789546619894281e-11	5.7393312324904855e-11	10.0	6.0	0.02	4.4
9	256	0.0005950520990272157	2.4424906541753444e-15	6.30523411260242e-11	6.305211908141928e-11	6.305211908141928e-11	6.337308455783841e-11	6.305389543825868e-11	10.0	6.0	0.02	4.4
0	512	0.000581930523879115	0.0	3.849143226375418e-12	3.849587315585268e-12	3.849587315585268e-12	3.824496275228739e-12	3.849587315585268e-12	10.0	6.0	0.02	4.4
1	512	0.0005173775154737603	4.773959005888173e-15	3.4247049640612204e-12	3.4244829194562953e-12	3.4244829194562953e-12	3.415823179864219e-12	3.424371897153833e-12	10.0	6.0	0.02	4.4
2	512	0.0005735133935329539	2.55351295663786e-15	3.797073766520498e-12	3.796851721915573e-12	3.796851721915573e-12	3.839373263758716e-12	3.796851721915573e-12	10.0	6.0	0.02	4.4
3	512	0.0005822897041862785	3.6637359812630166e-15	3.8549163861034685e-12	3.8549163861034685e-12	3.8546943414985435e-12	3.867239861676808e-12	3.8549163861034685e-12	10.0	6.0	0.02	4.4
4	512	0.0005953892122355642	5.551115123125783e-16	3.944067294980869e-12	3.944067294980869e-12	3.9438452503759436e-12	3.996247777138251e-12	3.944289339585794e-12	10.0	6.0	0.02	4.4
5	512	0.0006122530474590437	3.9968028886505635e-15	4.0536463075113716e-12	4.0536463075113716e-12	4.0538683521162966e-12	4.090727756533852e-12	4.054090396721222e-12	10.0	6.0	0.02	4.4
6	512	0.00048767681174965993	3.552713678800501e-15	3.229305711727193e-12	3.2288616225173428e-12	3.2290836671222678e-12	3.2339686484306185e-12	3.2290836671222678e-12	10.0	6.0	0.02	4.4
7	512	0.000600186213559839	2.7755575615628914e-15	3.97193389289896e-12	3.971711848294035e-12	3.971711848294035e-12	3.9649394878438216e-12	3.97148980368911e-12	10.0	6.0	0.02	4.4
8	512	0.0005410126865358356	4.440892098500626e-16	3.5864644587491057e-12	3.5862424141441807e-12	3.5864644587491057e-12	3.668509940268905e-12	3.5864644587491057e-12	10.0	6.0	0.02	4.4
9	512	0.0005950520990272157	2.4424906541753444e-15	3.940070492092218e-12	3.940292536697143e-12	3.940070492092218e-12	3.987921104453562e-12	3.940292536697143e-12	10.0	6.0	0.02	4.4
0	1024	0.000581930523879115	0.0	2.404743071338089e-13	2.404743071338089e-13	2.4069635173873394e-13	2.3725466036239595e-13	2.4069635173873394e-13	10.0	6.0	0.02	4.4
1	1024	0.0005173775154737603	4.773959005888173e-15	2.1371793224034263e-13	2.1393997684526767e-13	2.1371793224034263e-13	2.1338486533295509e-13	2.1393997684526767e-13	10.0	6.0	0.02	4.4
2	1024	0.0005735133935329539	2.55351295663786e-15	2.369215934550084e-13	2.3736568266485847e-13	2.3714363805993344e-13	2.4302782009044677e-13	2.3736568266485847e-13	10.0	6.0	0.02	4.4
3	1024	0.0005822897041862785	3.6637359812630166e-15	2.405853294362714e-13	2.4080737404119645e-13	2.4080737404119645e-13	2.4291679778798425e-13	2.4080737404119645e-13	10.0	6.0	0.02	4.4
4	1024	0.0005953892122355642	5.551115123125783e-16	2.4658053376924727e-13	2.461364445593972e-13	2.4635848916432224e-13	2.539080057317733e-13	2.4658053376924727e-13	10.0	6.0	0.02	4.4
5	1024	0.0006122530474590437	3.9968028886505635e-15	2.530198273120732e-13	2.532418719169982e-13	2.532418719169982e-13	2.5857094243519896e-13	2.532418719169982e-13	10.0	6.0	0.02	4.4
6	1024	0.00048767681174965993	3.552713678800501e-15	2.0194956817931597e-13	2.0172752357439094e-13	2.015054789694659e-13	2.0339285811132868e-13	2.015054789694659e-13	10.0	6.0	0.02	4.4
7	1024	0.000600186213559839	2.7755575615628914e-15	2.481348460037225e-13	2.481348460037225e-13	2.481348460037225e-13	2.4713564528155985e-13	2.481348460037225e-13	10.0	6.0	0.02	4.4
8	1024	0.0005410126865358356	4.440892098500626e-16	2.2426505097428162e-13	2.2382096176443156e-13	2.2382096176443156e-13	2.3570034812792073e-13	2.240430063693566e-13	10.0	6.0	0.02	4.4
9	1024	0.0005950520990272157	2.4424906541753444e-15	2.4569235534954714e-13	2.4569235534954714e-13	2.461364445593972e-13	2.5268676040468563e-13	2.4569235534954714e-13	10.0	6.0	0.02	4.4
0	2048	0.000581930523879115	0.0	1.532107773982716e-14	1.532107773982716e-14	1.4876988529977098e-14	1.4876988529977098e-14	1.532107773982716e-14	10.0	6.0	0.02	4.4
1	2048	0.0005173775154737603	4.773959005888173e-15	1.3211653993039363e-14	1.3211653993039363e-14	1.2989609388114332e-14	1.3211653993039363e-14	1.3211653993039363e-14	10.0	6.0	0.02	4.4
2	2048	0.0005735133935329539	2.55351295663786e-15	1.4432899320127035e-14	1.4876988529977098e-14	1.4432899320127035e-14	1.554312234475219e-14	1.4654943925052066e-14	10.0	6.0	0.02	4.4
3	2048	0.0005822897041862785	3.6637359812630166e-15	1.4654943925052066e-14	1.509903313490213e-14	1.509903313490213e-14	1.532107773982716e-14	1.509903313490213e-14	10.0	6.0	0.02	4.4
4	2048	0.0005953892122355642	5.551115123125783e-16	1.4988010832439613e-14	1.5432100042289676e-14	1.4988010832439613e-14	1.6209256159527285e-14	1.5210055437364645e-14	10.0	6.0	0.02	4.4
5	2048	0.0006122530474590437	3.9968028886505635e-15	1.587618925213974e-14	1.5654144647214707e-14	1.5654144647214707e-14	1.6653345369377348e-14	1.5654144647214707e-14	10.0	6.0	0.02	4.4
6	2048	0.00048767681174965993	3.552713678800501e-15	1.2434497875801753e-14	1.2656542480726785e-14	1.2878587085651816e-14	1.27675647831893e-14	1.2434497875801753e-14	10.0	6.0	0.02	4.4
7	2048	0.000600186213559839	2.7755575615628914e-15	1.554312234475219e-14	1.554312234475219e-14	1.509903313490213e-14	1.5432100042289676e-14	1.532107773982716e-14	10.0	6.0	0.02	4.4
8	2048	0.0005410126865358356	4.440892098500626e-16	1.3988810110276972e-14	1.3766765505351941e-14	1.3988810110276972e-14	1.5210055437364645e-14	1.3988810110276972e-14	10.0	6.0	0.02	4.4
9	2048	0.0005950520990272157	2.4424906541753444e-15	1.4765966227514582e-14	1.5432100042289676e-14	1.454392162258955e-14	1.6209256159527285e-14	1.5432100042289676e-14	10.0	6.0	0.02	4.4
0	4096	0.000581930523879115	0.0	1.2212453270876722e-15	7.771561172376096e-16	7.771561172376096e-16	1.1102230246251565e-15	7.771561172376096e-16	10.0	6.0	0.02	4.4
1	4096	0.0005173775154737603	4.773959005888173e-15	5.551115123125783e-16	7.771561172376096e-16	9.992007221626409e-16	8.881784197001252e-16	7.771561172376096e-16	10.0	6.0	0.02	4.4
2	4096	0.0005735133935329539	2.55351295663786e-15	7.771561172376096e-16	5.551115123125783e-16	7.771561172376096e-16	8.881784197001252e-16	7.771561172376096e-16	10.0	6.0	0.02	4.4
3	4096	0.0005822897041862785	3.6637359812630166e-15	7.771561172376096e-16	7.771561172376096e-16	7.771561172376096e-16	7.771561172376096e-16	5.551115123125783e-16	10.0	6.0	0.02	4.4
4	4096	0.0005953892122355642	5.551115123125783e-16	6.661338147750939e-16	6.661338147750939e-16	4.440892098500626e-16	8.881784197001252e-16	6.661338147750939e-16	10.0	6.0	0.02	4.4
5	4096	0.0006122530474590437	3.9968028886505635e-15	8.881784197001252e-16	8.881784197001252e-16	8.881784197001252e-16	1.1102230246251565e-15	6.661338147750939e-16	10.0	6.0	0.02	4.4
6	4096	0.00048767681174965993	3.552713678800501e-15	8.881784197001252e-16	6.661338147750939e-16	6.661338147750939e-16	8.881784197001252e-16	6.661338147750939e-16	10.0	6.0	0.02	4.4
7	4096	0.000600186213559839	2.7755575615628914e-15	8.881784197001252e-16	1.1102230246251565e-15	8.881784197001252e-16	7.771561172376096e-16	8.881784197001252e-16	10.0	6.0	0.02	4.4
8	4096	0.0005410126865358356	4.440892098500626e-16	5.551115123125783e-16	9.992007221626409e-16	7.771561172376096e-16	1.1102230246251565e-15	5.551115123125783e-16	10.0	6.0	0.02	4.4
9	4096	0.0005950520990272157	2.4424906541753444e-15	4.440892098500626e-16	4.440892098500626e-16	4.440892098500626e-16	8.881784197001252e-16	6.661338147750939e-16	10.0	6.0	0.02	4.4
0	8192	0.000581930523879115	0.0	4.440892098500626e-16	2.220446049250313e-16	4.440892098500626e-16	0.0	2.220446049250313e-16	10.0	6.0	0.02	4.4
1	8192	0.0005173775154737603	4.773959005888173e-15	0.0	0.0	0.0	0.0	0.0	10.0	6.0	0.02	4.4
2	8192	0.0005735133935329539	2.55351295663786e-15	0.0	0.0	0.0	0.0	0.0	10.0	6.0	0.02	4.4
3	8192	0.0005822897041862785	3.6637359812630166e-15	2.220446049250313e-16	0.0	0.0	2.220446049250313e-16	-4.440892098500626e-16	10.0	6.0	0.02	4.4
4	8192	0.0005953892122355642	5.551115123125783e-16	0.0	0.0	-4.440892098500626e-16	-4.440892098500626e-16	0.0	10.0	6.0	0.02	4.4
5	8192	0.0006122530474590437	3.9968028886505635e-15	4.440892098500626e-16	0.0	-4.440892098500626e-16	0.0	0.0	10.0	6.0	0.02	4.4
6	8192	0.00048767681174965993	3.552713678800501e-15	0.0	0.0	0.0	0.0	0.0	10.0	6.0	0.02	4.4
7	8192	0.000600186213559839	2.7755575615628914e-15	-4.440892098500626e-16	0.0	0.0	0.0	0.0	10.0	6.0	0.02	4.4
8	8192	0.0005410126865358356	4.440892098500626e-16	-4.440892098500626e-16	0.0	0.0	2.220446049250313e-16	0.0	10.0	6.0	0.02	4.4
9	8192	0.0005950520990272157	2.4424906541753444e-15	0.0	-4.440892098500626e-16	-8.881784197001252e-16	-4.440892098500626e-16	-4.440892098500626e-16	10.0	6.0	0.02	4.4
0	16384	0.000581930523879115	0.0	2.220446049250313e-16	0.0	2.220446049250313e-16	4.440892098500626e-16	2.220446049250313e-16	10.0	6.0	0.02	4.4
1	16384	0.0005173775154737603	4.773959005888173e-15	0.0	0.0	0.0	-4.440892098500626e-16	0.0	10.0	6.0	0.02	4.4
2	16384	0.0005735133935329539	2.55351295663786e-15	0.0	0.0	0.0	0.0	0.0	10.0	6.0	0.02	4.4
3	16384	0.0005822897041862785	3.6637359812630166e-15	2.220446049250313e-16	-4.440892098500626e-16	-4.440892098500626e-16	0.0	0.0	10.0	6.0	0.02	4.4
4	16384	0.0005953892122355642	5.551115123125783e-16	0.0	-4.440892098500626e-16	0.0	-4.440892098500626e-16	0.0	10.0	6.0	0.02	4.4
5	16384	0.0006122530474590437	3.9968028886505635e-15	-4.440892098500626e-16	0.0	0.0	0.0	0.0	10.0	6.0	0.02	4.4
6	16384	0.00048767681174965993	3.552713678800501e-15	0.0	0.0	-4.440892098500626e-16	0.0	0.0	10.0	6.0	0.02	4.4
7	16384	0.000600186213559839	2.7755575615628914e-15	0.0	0.0	0.0	0.0	-4.440892098500626e-16	10.0	6.0	0.02	4.4
8	16384	0.0005410126865358356	4.440892098500626e-16	-4.440892098500626e-16	0.0	0.0	0.0	-4.440892098500626e-16	10.0	6.0	0.02	4.4
9	16384	0.0005950520990272157	2.4424906541753444e-15	0.0	-4.440892098500626e-16	-4.440892098500626e-16	-4.440892098500626e-16	-4.440892098500626e-16	10.0	6.0	0.02	4.4
0	32768	0.000581930523879115	0.0	0.0	0.0	0.0	0.0	0.0	10.0	6.0	0.02	4.4
1	32768	0.0005173775154737603	4.773959005888173e-15	-4.440892098500626e-16	0.0	0.0	0.0	0.0	10.0	6.0	0.02	4.4
2	32768	0.0005735133935329539	2.55351295663786e-15	0.0	0.0	0.0	0.0	0.0	10.0	6.0	0.02	4.4
3	32768	0.0005822897041862785	3.6637359812630166e-15	-4.440892098500626e-16	0.0	-4.440892098500626e-16	0.0	-4.440892098500626e-16	10.0	6.0	0.02	4.4
4	32768	0.0005953892122355642	5.551115123125783e-16	-4.440892098500626e-16	0.0	0.0	0.0	0.0	10.0	6.0	0.02	4.4
5	32768	0.0006122530474590437	3.9968028886505635e-15	0.0	0.0	0.0	-4.440892098500626e-16	2.220446049250313e-16	10.0	6.0	0.02	4.4
6	32768	0.00048767681174965993	3.552713678800501e-15	0.0	2.220446049250313e-16	0.0	0.0	0.0	10.0	6.0	0.02	4.4
7	32768	0.000600186213559839	2.7755575615628914e-15	0.0	-4.440892098500626e-16	0.0	0.0	0.0	10.0	6.0	0.02	4.4
8	32768	0.0005410126865358356	4.440892098500626e-16	0.0	0.0	0.0	0.0	-4.440892098500626e-16	10.0	6.0	0.02	4.4
9	32768	0.0005950520990272157	2.4424906541753444e-15	0.0	-4.440892098500626e-16	0.0	0.0	-4.440892098500626e-16	10.0	6.0	0.02	4.4
